Company Name,Year of experience,Job location,Skills required,Publised days ago
WALMART INDIA,6 yrs,,"repair  ,  maintenance operations  ,  stores  ,  sourcing  ,  transportation  ,  truck driver  ,  maintenance management",0.0
WALMART INDIA,6 yrs,,"repair  ,  maintenance operations  ,  stores  ,  sourcing  ,  transportation  ,  truck driver  ,  maintenance management",0.0
WALMART INDIA,6 yrs,,"repair  ,  maintenance operations  ,  stores  ,  sourcing  ,  transportation  ,  truck driver  ,  maintenance management",0.0
WALMART INDIA,6 yrs,,"repair  ,  maintenance operations  ,  stores  ,  sourcing  ,  transportation  ,  truck driver  ,  maintenance management",0.0
WALMART INDIA,6 yrs,,"repair  ,  maintenance operations  ,  stores  ,  sourcing  ,  transportation  ,  truck driver  ,  maintenance management",0.0
WALMART INDIA,6 yrs,,"repair  ,  maintenance operations  ,  stores  ,  sourcing  ,  transportation  ,  truck driver  ,  maintenance management",0.0
WALMART INDIA,6 yrs,,"repair  ,  maintenance operations  ,  stores  ,  sourcing  ,  transportation  ,  truck driver  ,  maintenance management",0.0
WALMART INDIA,6 yrs,,"repair  ,  maintenance operations  ,  stores  ,  sourcing  ,  transportation  ,  truck driver  ,  maintenance management",0.0
WALMART INDIA,6 yrs,,"repair  ,  maintenance operations  ,  stores  ,  sourcing  ,  transportation  ,  truck driver  ,  maintenance management",0.0
WALMART INDIA,6 yrs,,"repair  ,  maintenance operations  ,  stores  ,  sourcing  ,  transportation  ,  truck driver  ,  maintenance management",0.0
zscaler softech pvt ltd,10 yrs,Bengaluru / Bangalore,"tcpdump  ,  security  ,  database  ,  apache  ,  linux  ,  debugging  ,  perl  ,  python  ,  gateway  ,  unix",0.0
globiva,9 yrs,Gurgaon,"macros  ,  data analysis  ,  business analytics  ,  vb  ,  dashboards  ,  vba  ,  data visualization",0.0
ziff davis performance marketing,3 yrs,Pune,"market intelligence  ,  sales  &  marketing  ,  articulate  ,  sales",0.0
alliance recruitment agency,12 yrs,Mumbai,"commercial buildings  ,  autocad  ,  building  ,  design  ,  construction  ,  construction design  ,  project management  ,  construction projects  ,  residential construction  ,  revit",0.0
alliance recruitment agency,3 yrs,Ahmedabad,"c#  ,  css  ,  .net developer  ,  director  ,  vb.net  ,  windows  ,  javascript  ,  asp.net  ,  html",0.0
alliance recruitment agency,15 yrs,Jodhpur,"c#  ,  entity framework  ,  xml  ,  asp.net  ,  telerik  ,  json  ,  mvc  ,  mongodb  ,  jquery",0.0
myApps Solutions Inc,4 yrs,Bengaluru / Bangalore,"rest  ,  mvc framework  ,  oracle  ,  mobile  ,  svn  ,  javascript  ,  node.js  ,  database  ,  java  ,  git  ,  devops  ,  php  ,  mysql  ,  angularjs",0.0
dr nivedita dadus dermatology clinic,3 yrs,"Delhi,  Delhi/NCR","dermatology  ,  dermatologist  ,  md  ,  dnb",0.0
aarika hr professionals,10 yrs,Bengaluru / Bangalore,"database  ,  performance tuning  ,  oracle database  ,  database architecture",0.0
XICOM TECHNOLOGIES,7 yrs,Delhi,"software design  ,  database management  ,  xml  ,  json  ,  object oriented programming  ,  rest  ,  c  ,  mobile  ,  soap",0.0
Xtensible Software Technologies Pvt. Ltd.,2 yrs,Pune,"html5  ,  bootstrap  ,  oops  ,  asp.net  ,  web api  ,  mvc  ,  c#  ,  .net developer  ,  entity framework  ,  linq",0.0
rheinbrücke it consulting pvt ltd,5 yrs,Chennai,"data quality  ,  informatica etl  ,  informatica",0.0
virim infotech,6 yrs,Indore,"css  ,  vb.net  ,  ajax  ,  jquery  ,  java  ,  uml  ,  asp.net  ,  mvc  ,  cloud computing  ,  c#  ,  vb  ,  extjs  ,  system architecture  ,  .net  ,  c#.net  ,  asp",0.0
APPLYCUP HIRING SOLUTIONS LLP,5 yrs,Ahmedabad,"css  ,  microsoft technologies  ,  bootstrap  ,  ajax  ,  jquery  ,  asp.net  ,  json  ,  debugging  ,  software engineer  ,  software engineering  ,  html  ,  mvc  ,  c#  ,  entity framework  ,  javascript  ,  .net",0.0
APPLYCUP HIRING SOLUTIONS LLP,5 yrs,Ahmedabad,"bi  ,  microsoft azure  ,  team player  ,  database  ,  ssrs  ,  cloud computing  ,  technical skills",0.0
APPLYCUP HIRING SOLUTIONS LLP,6 yrs,Ahmedabad,"oracle  ,  workflow  ,  xml publisher  ,  hcm  ,  oaf  ,  oracle erp  ,  technical consultant  ,  forms  ,  oracle apps",0.0
Al Jazeera Media Network,8 yrs,Doha,"css  ,  soa  ,  html5  ,  oop  ,  asp.net  ,  html  ,  c#  ,  javascript  ,  application support  ,  .net  ,  windows forms  ,  hosting  ,  jquery  ,  database  ,  git  ,  production support  ,  service oriented architecture",0.0
Allstate India,11 yrs,Pune,"tibco bw  ,  software engineer  ,  tibco hawk  ,  tibco  ,  tibco ems",0.0
BOLD,10 yrs,Noida/Greater Noida,"bi  ,  data warehousing  ,  business intelligence  ,  etl  ,  san  ,  oracle  ,  data engineer  ,  data integration",0.0
BDO HARIBHAKTI & CO.,7 yrs,Mumbai,"database engine  ,  data warehousing  ,  database development  ,  database management  ,  database  ,  postgresql  ,  mysql  ,  mongodb  ,  oracle  ,  problem solving  ,  ruby",0.0
BHUMI,8 yrs,Mumbai,"c#  ,  java  ,  asp.net",0.0
APPLYCUP HIRING SOLUTIONS LLP,12 yrs,Pune,"javascript  ,  jquery  ,  security  ,  asp.net  ,  .net  ,  web api  ,  mvc  ,  windows azure",0.0
APPLYCUP HIRING SOLUTIONS LLP,16 yrs,Pune,"oracle  ,  solution architect  ,  maven  ,  team player  ,  hibernate  ,  machine learning  ,  spring  ,  java  ,  j2ee  ,  mysql  ,  cloud computing  ,  soap",0.0
BUSISOL SOURCING INDIA PVT. LTD,8 yrs,Mumbai,"information technology  ,  html5  ,  jquery  ,  asp.net  ,  ssrs  ,  mvc  ,  c#  ,  c  ,  problem solving  ,  javascript  ,  c# .net  ,  .net  ,  c#.net  ,  angularjs",0.0
APPLYCUP HIRING SOLUTIONS LLP,10 yrs,Pune,"enterprise sales  ,  sales tools  ,  customer success  ,  business development  ,  sales  ,  customer acquisition  ,  market  ,  marketing  ,  b2b sales  ,  build  ,  management  ,  saas",0.0
APPLYCUP HIRING SOLUTIONS LLP,13 yrs,Ahmedabad,"c#  ,  software design  ,  javascript  ,  .net  ,  software engineer",0.0
APPLYCUP HIRING SOLUTIONS LLP,5 yrs,Ahmedabad,"dml  ,  microsoft technologies  ,  entity framework  ,  team player  ,  ddl  ,  javascript  ,  database  ,  .net  ,  debugging  ,  software engineer",0.0
APPLYCUP HIRING SOLUTIONS LLP,7 yrs,Ahmedabad,"css  ,  jsp  ,  hibernate  ,  jquery  ,  spring  ,  database  ,  java  ,  git  ,  linux  ,  jpa  ,  mysql  ,  html  ,  netbeans  ,  ejb  ,  oracle  ,  os  ,  maven  ,  ant  ,  svn  ,  javascript  ,  java developer  ,  eclipse  ,  struts  ,  angularjs  ,  jsf",0.0
APPLYCUP HIRING SOLUTIONS LLP,7 yrs,Pune,"entity framework  ,  asp.net  ,  .net  ,  software engineer  ,  mvc",0.0
NeenOpal Intelligent Solutions Private Limited,5 yrs,Bengaluru / Bangalore,"data warehousing  ,  data architecture  ,  etl developer  ,  database  ,  data modeling  ,  linux  ,  etl  ,  data engineer  ,  data quality  ,  data integration",0.0
Geekay Infotech,5 yrs,Mumbai,"l1  ,  configuration  ,  network  ,  technical support  ,  desktop  ,  installation  ,  windows server  ,  mcp  ,  dhcp  ,  mcitp  ,  ftp  ,  smtp  ,  dns  ,  data backup",0.0
techstar software development india pvt. ltd.,10 yrs,Hyderabad/Secunderabad,"digital marketing  ,  marketing analytics  ,  digital analytics  ,  marketing  ,  digital media  ,  google analytics  ,  marketing analyst",0.0
rencata,9 yrs,"Pondicherry/Puducherry,  Chennai","css  ,  database  ,  html  ,  mvc  ,  mongodb  ,  .net developer  ,  javascript  ,  .net",0.0
efforts solutions,8 yrs,,"service oriented  ,  css  ,  microsoft technologies  ,  rest api  ,  html5  ,  sharepoint  ,  database  ,  apache  ,  git  ,  xml  ,  asp.net  ,  json  ,  web api  ,  html  ,  wamp  ,  mvc  ,  api  ,  python  ,  entity framework  ,  linq  ,  .net  ,  soap",0.0
immidart technologies llp,3 yrs,Bengaluru / Bangalore,"html5  ,  microsoft azure  ,  bootstrap  ,  jquery  ,  system architecture  ,  infrastructure  ,  asp.net  ,  microsoft .net  ,  mvc  ,  middleware",0.0
AbsolutData Research & Analytics  ( P )  Ltd,8 yrs,Gurgaon,"hive  ,  artificial intelligence  ,  pig  ,  brewing  ,  security  ,  java  ,  flume  ,  hadoop  ,  big data  ,  crm  ,  san  ,  python  ,  machine learning  ,  infrastructure  ,  sqoop",0.0
AbsolutData Research & Analytics  ( P )  Ltd,8 yrs,"Gurgaon,  Pune","telecommunication  ,  big data  ,  cli  ,  python  ,  nosql  ,  artificial neural networks  ,  hive  ,  algorithms  ,  ensemble  ,  database management  ,  hadoop  ,  cloud computing  ,  mongodb  ,  rdbms  ,  natural language processing  ,  engagement manager  ,  problem solving  ,  machine learning",0.0
Veeva Systems,8 yrs,China,"apex  ,  java  ,  software professional  ,  visualforce  ,  san",0.0
TandA HR Solutions,3 yrs,Hyderabad/Secunderabad,"cosmetology  ,  dermatology  ,  md  ,  cosmetic",1.0
Nutanix,13 yrs,Bengaluru / Bangalore,"python  ,  orchestration  ,  database  ,  java",0.0
Julphar,4 yrs,,"maintenance department  ,  production engineer  ,  production  ,  cgmp  ,  packaging machines  ,  machine operator  ,  production operations  ,  sop  ,  safety  ,  supervision  ,  supervisor  ,  granulation  ,  machinery",0.0
elektrobit india private limited,8 yrs,Bengaluru / Bangalore,"test automation  ,  test management  ,  test scripts  ,  test data  ,  security  ,  java  ,  linux  ,  defect management  ,  debugging  ,  test reporting  ,  jira  ,  testing  ,  software test  ,  system testing  ,  infrastructure  ,  agile  ,  sdlc",0.0
APPLYCUP HIRING SOLUTIONS LLP,17 yrs,Noida/Greater Noida,"metadata  ,  bi  ,  data quality  ,  etl tool  ,  infrastructure  ,  informatica",0.0
APPLYCUP HIRING SOLUTIONS LLP,6 yrs,Pune,"ajax  ,  jquery  ,  apex  ,  salesforce  ,  java  ,  web api  ,  salesforce developer  ,  visualforce  ,  rest  ,  triggers  ,  javascript  ,  consultant  ,  .net  ,  soap",0.0
APPLYCUP HIRING SOLUTIONS LLP,8 yrs,"Gurgaon,  Delhi,  Delhi/NCR","brochures  ,  ux designer  ,  photoshop  ,  designing  ,  creative designer  ,  css3  ,  flash",0.0
APPLYCUP HIRING SOLUTIONS LLP,3 yrs,Bengaluru / Bangalore,"c    ,  python  ,  c  ,  operating system  ,  security  ,  infrastructure  ,  oops  ,  big data",0.0
APPLYCUP HIRING SOLUTIONS LLP,11 yrs,Pune,"bi  ,  sap bo  ,  ds  ,  pentaho  ,  etl  ,  msbi  ,  c  ,  solution architect  ,  qlikview  ,  informatica",0.0
APPLYCUP HIRING SOLUTIONS LLP,10 yrs,Pune,"bi  ,  pentaho  ,  msbi  ,  netezza  ,  oracle  ,  c  ,  teradata  ,  informatica",0.0
APPLYCUP HIRING SOLUTIONS LLP,6 yrs,"Delhi,  Delhi/NCR","mobile  ,  gradle  ,  java  ,  mvvm  ,  git  ,  xml  ,  mvc",0.0
APPLYCUP HIRING SOLUTIONS LLP,6 yrs,"Delhi,  Delhi/NCR","mobile  ,  gradle  ,  java  ,  mvvm  ,  git  ,  xml  ,  mvc",0.0
APPLYCUP HIRING SOLUTIONS LLP,6 yrs,"Gurgaon,  Delhi,  Delhi/NCR","aop  ,  jsp  ,  exception handling  ,  hibernate  ,  ajax  ,  jquery  ,  spring  ,  database  ,  java  ,  apache  ,  mysql  ,  mvc  ,  javascript  ,  spring security  ,  putty  ,  ioc",0.0
APPLYCUP HIRING SOLUTIONS LLP,8 yrs,Ahmedabad,"accounts receivable  ,  balance sheet  ,  tds  ,  accounts payable  ,  erp  ,  vendor payment  ,  cash book  ,  vat  ,  general accounting  ,  internal audit  ,  handling cash  ,  bank reconciliation  ,  service tax  ,  accountant executive  ,  accounts  ,  tally",0.0
APPLYCUP HIRING SOLUTIONS LLP,4 yrs,Bengaluru / Bangalore,"digital marketing  ,  social bookmarking  ,  on-page optimization  ,  social media optimization  ,  smm  ,  social media marketing  ,  link building  ,  google analytics  ,  seo analyst  ,  seo",0.0
APPLYCUP HIRING SOLUTIONS LLP,4 yrs,Ahmedabad,"financial analysis  ,  chartered accountant  ,  hlookup  ,  reports  ,  balance sheet  ,  charts  ,  sap  ,  mis reporting  ,  profitability analysis  ,  forecasting  ,  balance sheet analysis  ,  pivot table  ,  vlookup  ,  budgeting  ,  excel  ,  mba finance  ,  profit  &  loss  ,  mis  ,  financial reporting  ,  financial planning  ,  ca  ,  finance",0.0
APPLYCUP HIRING SOLUTIONS LLP,6 yrs,Pune,"css  ,  html5  ,  bootstrap  ,  react.js  ,  git  ,  mvvm  ,  html  ,  software engineering  ,  mvc  ,  svn  ,  javascript  ,  messaging",0.0
APPLYCUP HIRING SOLUTIONS LLP,7 yrs,Ahmedabad,"business analysis  ,  business analyst  ,  user stories  ,  requirement gathering  ,  documentation skills",0.0
APPLYCUP HIRING SOLUTIONS LLP,6 yrs,Ahmedabad,"rest  ,  android development  ,  json",0.0
APPLYCUP HIRING SOLUTIONS LLP,5 yrs,Indore,"rest  ,  mobile  ,  security  ,  java  ,  mvvm  ,  json  ,  soap",0.0
APPLYCUP HIRING SOLUTIONS LLP,3 yrs,Indore,"html5  ,  wordpress  ,  mobile  ,  joomla  ,  bootstrap  ,  jquery  ,  drupal  ,  magento",0.0
APPLYCUP HIRING SOLUTIONS LLP,2 yrs,Indore,"android sdk  ,  software development  ,  unit testing  ,  mobile  ,  application performance  ,  coding  ,  android developer",0.0
APPLYCUP HIRING SOLUTIONS LLP,6 yrs,Pune,"css  ,  html5  ,  bootstrap  ,  git  ,  mvvm  ,  html  ,  software engineering  ,  mvc  ,  svn  ,  javascript  ,  messaging",0.0
APPLYCUP HIRING SOLUTIONS LLP,6 yrs,Pune,"css  ,  html5  ,  bootstrap  ,  git  ,  mvvm  ,  html  ,  software engineering  ,  mvc  ,  svn  ,  javascript  ,  messaging",0.0
APPLYCUP HIRING SOLUTIONS LLP,5 yrs,Ahmedabad,"rest  ,  adapters  ,  mobile  ,  bug fixing  ,  java  ,  xml  ,  json  ,  mvc",0.0
APPLYCUP HIRING SOLUTIONS LLP,7 yrs,"Delhi,  Delhi/NCR","udp  ,  python  ,  os  ,  storage  ,  infrastructure  ,  linux",0.0
APPLYCUP HIRING SOLUTIONS LLP,6 yrs,"Delhi,  Delhi/NCR","algorithms  ,  security  ,  big data  ,  team player  ,  machine learning  ,  written communication  ,  infrastructure",0.0
Alstom Projects India Ltd.,5 yrs,,"corrective maintenance  ,  vehicles  ,  technician  ,  maintenance technician  ,  safety  ,  scheduling  ,  maintenance",0.0
Career Care Guide,4 yrs,Kolkata,"html5  ,  bootstrap  ,  jquery  ,  web development  ,  press  ,  javascript",0.0
BDO HARIBHAKTI & CO.,5 yrs,Mumbai,"company law  ,  tax returns  ,  tax  ,  direct tax  ,  accounting  ,  sebi  ,  ca",0.0
Brightcode Software Services Pvt. Ltd.,3 yrs,Ranchi,"android sdk  ,  storage  ,  application performance  ,  threading  ,  android developer",0.0
aspirebit technolab pvt ltd,3 yrs,Surat,"rest  ,  mobile  ,  bug fixing  ,  json",0.0
destiny hr group services,6 yrs,"Delhi,  Delhi/NCR","css  ,  html5  ,  mobile  ,  bootstrap  ,  javascript  ,  jquery  ,  html",0.0
destiny hr group services,6 yrs,Netherlands,"maven  ,  team player  ,  java developer  ,  spring boot  ,  production support  ,  database  ,  security  ,  java  ,  git  ,  devops  ,  splunk  ,  api",0.0
fin infocom private limited,3 yrs,Hyderabad/Secunderabad,"css  ,  php developer  ,  ajax  ,  oops  ,  opencart  ,  mysql  ,  html  ,  api  ,  mvc  ,  magento  ,  rest  ,  team player  ,  javascript  ,  php",0.0
destiny hr group services,5 yrs,"Delhi,  Delhi/NCR","rest  ,  mobile  ,  storage  ,  bug fixing  ,  android development  ,  mvvm  ,  java  ,  json",0.0
Data Patterns India Pvt Ltd,20 yrs,Chennai,"projections  ,  tds  ,  igaap  ,  costing  ,  accounting  ,  product costing  ,  internal audit  ,  concurrent audit  ,  working capital  ,  mis  ,  financing  ,  legal  ,  process costing  ,  financial planning  ,  ca  ,  erp  ,  sap  ,  tax  ,  ifrs  ,  statutory audit  ,  treasury  ,  cma  ,  tally  ,  cost audit  ,  finance  ,  pricing",0.0
binarys datasource india pvt ltd bangalore,3 yrs,Bengaluru / Bangalore,"css  ,  wordpress  ,  php developer  ,  ajax  ,  jquery  ,  apache  ,  cake  ,  xml  ,  linux  ,  oops  ,  json  ,  mysql  ,  object oriented programming  ,  mvc  ,  joomla  ,  javascript  ,  drupal  ,  php",0.0
ATAI LABS,5 yrs,Hyderabad/Secunderabad,"image processing  ,  cuda  ,  python  ,  c    ,  github  ,  c  ,  team player  ,  machine learning  ,  data extraction  ,  java  ,  devops  ,  linux  ,  debugging  ,  software engineering  ,  opencv",0.0
Cotocus,5 yrs,Bengaluru / Bangalore,"python  ,  scala  ,  php developer  ,  docker  ,  database  ,  java  ,  written communication  ,  application support  ,  java programming",0.0
adroit valuations,3 yrs,Noida/Greater Noida,"rest  ,  mobile  ,  problem solving  ,  bug fixing  ,  java  ,  json  ,  soap",0.0
destiny hr group services,4 yrs,Faridabad,"rest  ,  css  ,  php developer  ,  team player  ,  ajax  ,  javascript  ,  jquery  ,  git  ,  drupal  ,  written communication  ,  php  ,  debugging  ,  mysql  ,  html  ,  netbeans",0.0
CloudCover,8 yrs,Pune,"automation framework  ,  manual  &  automation testing  ,  test cases  ,  load testing  ,  java  ,  ui  ,  writing  ,  jenkins  ,  black box testing  ,  product testing  ,  test scenarios  ,  automation testing  ,  testing  ,  integration testing  ,  agile",0.0
Alepo Technologies Pvt Ltd,6 yrs,"Mumbai,  Pune","testing  ,  perlautomation  ,  jenkins  ,  openstack  ,  solution integration  ,  jira",0.0
ETP Group,12 yrs,Mumbai,"project management  ,  people management  ,  pmp  ,  project manager  ,  technical project manager",0.0
Application Square Infotech Pvt Ltd,4 yrs,Nasik,"css  ,  html5  ,  mobile  ,  jquery  ,  javascript  ,  mysql  ,  api  ,  ionic framework",0.0
BLRLABS,5 yrs,Bengaluru / Bangalore,"dft  ,  soc  ,  verification",0.0
Ayon Group,6 yrs,Noida/Greater Noida,"website  ,  photoshop  ,  web design  ,  web designer  ,  java  ,  web designing  ,  illustrator",0.0
APPLYCUP HIRING SOLUTIONS LLP,10 yrs,Pune,"c  ,  testing  ,  bi  ,  agile  ,  effort estimation  ,  sdlc",0.0
APPLYCUP HIRING SOLUTIONS LLP,8 yrs,Bengaluru / Bangalore,"rest api  ,  apex  ,  salesforce  ,  api  ,  salesforce developer  ,  technical skills  ,  visualforce  ,  rest  ,  triggers  ,  soap",0.0
APPLYCUP HIRING SOLUTIONS LLP,8 yrs,Pune,"rest api  ,  apex  ,  salesforce  ,  api  ,  salesforce developer  ,  technical skills  ,  visualforce  ,  rest  ,  triggers  ,  soap",0.0
BUSISOL SOURCING INDIA PVT. LTD,9 yrs,Bengaluru / Bangalore,"reports  ,  due diligence  ,  variance analysis  ,  budgeting  ,  monthly reports  ,  variance",0.0
BUSISOL SOURCING INDIA PVT. LTD,8 yrs,Bengaluru / Bangalore,"reports  ,  due diligence  ,  mis reporting  ,  variance analysis  ,  accounting  ,  reconciliation  ,  budgeting  ,  monthly reports  ,  variance  ,  mis",0.0
BUSISOL SOURCING INDIA PVT. LTD,5 yrs,Mumbai,"data analytics  ,  data analysis  ,  business analyst  ,  database  ,  business process",0.0
BUSISOL SOURCING INDIA PVT. LTD,5 yrs,"Hyderabad/Secunderabad,  Mumbai","data analytics  ,  data analysis  ,  business analyst  ,  database  ,  business process",0.0
BUSISOL SOURCING INDIA PVT. LTD,5 yrs,Mumbai,"data analytics  ,  data analysis  ,  business analyst  ,  database  ,  business process",0.0
BrainToSoul Consulting,10 yrs,Bengaluru / Bangalore,"mobile  ,  test cases  ,  software development life cycle  ,  usability",0.0
BrainToSoul Consulting,10 yrs,Bengaluru / Bangalore,"software development life cycle  ,  usability  ,  mobile  ,  test cases",0.0
Calibresource,8 yrs,Bengaluru / Bangalore,"tds  ,  financial controller  ,  gst  ,  accounting  ,  mis  ,  audit  ,  debtors  ,  accounting entries  ,  ca  ,  accounts executive  ,  balance sheet  ,  erp  ,  creditors  ,  tax  ,  reconciliation  ,  accounts manager  ,  excel  ,  filing  ,  accounts  ,  tally  ,  finance  ,  expenses",0.0
DealsCorner,7 yrs,Ahmedabad,"ironport  ,  windows  ,  active directory  ,  powershell  ,  office 365",0.0
Dash Square,5 yrs,Bengaluru / Bangalore,"reports  ,  accountant  ,  accounting  ,  external auditor  ,  excel  ,  financial reporting  ,  tally  ,  reporting  ,  finance  ,  financial statements",0.0
Doconline Health India,6 yrs,Bengaluru / Bangalore,"graphics  ,  storage  ,  ios  ,  objective c  ,  xml  ,  mobile development  ,  swift  ,  ios developer  ,  cocoa touch",0.0
APPLYCUP HIRING SOLUTIONS LLP,8 yrs,Surat,"c  ,  ios developer  ,  mobile  ,  graphics  ,  ios  ,  mobile development  ,  cocoa touch  ,  ios development",0.0
APPLYCUP HIRING SOLUTIONS LLP,5 yrs,"Delhi,  Delhi/NCR","typography  ,  ux  ,  mobile  ,  aftereffects  ,  graphic designer  ,  animation  ,  graphic designing  ,  composition  ,  illustration  ,  animator",0.0
